Headlines,Summary,Time
Court tells CDA: Hand over record to FIA,"ISLAMABAD, March 7: The Islamabad High Court (IHC) on Wednesday directed the Federal Investiga-tion Agency (FIA) to take into custody the record of the controversial Arts and Craft Village and warned the 
    ",07/03/2012
Site for IHC building finalised,"ISLAMABAD, March 7: Hig-hly secure and important Constitution Avenue will have another valuable addition – the building of Islamabad High Court (IHC) as the city managers have allocated a piece of land for it. 
    ",07/03/2012
Admission row: FMDC principal bows out,"ISLAMABAD, March 7: The principal of Federal Medical and Dental College (FMDC), Prof Mehmood Jamal, on Wednesday made an early exit from the post over an admission row between the faculty of Pims and the college management, Dawn has learnt. 
    ",07/03/2012
Banned teacher faces another ban,"RAWALPINDI, March 7: A teacher under a lifetime ban from serving Board of Intermediate and Secondary Education (BISE) Rawalpindi was deputed superintendent in the ongoing annual examination of Secondary School Certificate (SSC) only to be banned again for 
    ",07/03/2012
Burning thoughts in the midst of celebrations,"ISLAMABAD, March 7: Women around the world are celebrating the International Women's Day on Thursday but Yasmin Akhtar, and others like her, find themselves in hell.A village woman Yasmin, 26, is lying in the Pakistan Institute of 
    ",07/03/2012
Kukikhels threaten those harbouring militants,"LANDI KOTAL, March 7: A jirga of Kukikhel tribe has asked all armed groups to vacate its area immediately, threatening to take action against those, who provide shelter to militants on its soil. 
    ",07/03/2012
Missing persons case: Court asks FC to explain why it lied,"PESHAWAR, March 7: The Peshawar High Court on Wednesday issued a show cause notice to the inspector general of Frontier Corps after FC admitted having two missing persons, including a tuberculosis patient, in its custody. 
    ",07/03/2012
KP to set up borstals for juvenile offenders,"PESHAWAR, March 7: Moving towards establishing borstal institutions in Khyber Pakhtunkhwa to rehabilitate juvenile offenders and extend them health, education and other rehabilitating facilities, the 
    ",07/03/2012
Four injured in Badhber blast,"PESHAWAR/MARDAN, March 7: Four persons were injured in a bomb blast in Peshawar while a CD market was blown up in Mardan on Wednesday. 
    ",07/03/2012
Over 60pc quake-hit schools yet to be rebuilt,"MUZAFFARABAD, March 6: Almost six-and-a-half-year down the lane, more than 200,000 Kashmiri children in Azad Kashmir are still quenching their thirst for education under the open sky, braving biting winter cold and scorching 
    ",07/03/2012
EC declares PML-N lawmaker’s degree fake,"ISLAMABAD, March 6: The Election Commission declared on Tuesday the bachelor’s degree of a PML-N lawmaker as fake and sent the case to the sessions judge, Bahawalpur, for his trial for committing a fraud. 
    ",07/03/2012
Summons pasted on gate of Musharaf’s residence,"ISLAMABAD, March 6: In compliance with the Supreme Court orders during hearing of a plea for registration of a second FIR in the Benazir assassination case, summons was pasted on the front wall of the residence of former president Gen (retd) Pervez Mushar 
    ",07/03/2012
Govt committed to welfare of minorities: PM,"ISLAMABAD, March 6: Prime Minister Yousuf Raza Gilani said on Tuesday that the government was committed to the welfare of minorities and had taken several steps in this regard. 
    ",07/03/2012
Press Council seeks repeal of defamation law,"ISLAMABAD, March 9: The Press Council of Pakistan (PCP) at a meeting on Friday adopted a resolution urging the government to repeal the Defamation Act of 2004 in order to provide a conducive atmosphere to media personnel to perform their professional duty 
    ",09/03/2012
Suicide attacker kills tribal elder,"KALAYA, March 9: An unidentified man, with explosives strapped to his body, shot dead a pro-government elder in a market near Kalaya in Orakzai on Friday and then blew himself up when members of a peace committee tried to capture him. 
    ",09/03/2012
Pakistan Navy offers jobs to Balochistan youths,"KARACHI, March 9: The Chief of Naval Staff, Admiral Muhammad Asif Sandila, was informed on Friday that Pakistan Navy had introduced a special selection and recruitment package for youths of Balochistan. 
    ",09/03/2012
Associates of Bizenjo angered by allegation,"KARACHI, March 9: Some former associates of the late Ghous Bukhsh Bizenjo on Friday expressed strong resentment over using the name Bizenjo while exposing the names of politicians who benefited from the 
    ",09/03/2012
Al Qaeda admits leader killed in drone attack,"ISLAMABAD, March 9: Al Qaeda has confirmed that an American drone strike killed one of its leaders in Pakistan last month. 
    ",09/03/2012
Unicef says situation in Khyber agency grave,"ISLAMABAD, March 9: The United Nations Children’s Fund (Unicef) has expressed concern over the humanitarian situation in parts of Khyber Pakhtunkhwa and Fata, saying that instability and security operations have resulted in an ongoing exodus from the Khyb 
    ",09/03/2012
Poles claim first winter ascent of Gasherbrum I peak,"WARSAW, March 9: Two Polish climbers have completed the first ever winter ascent of Gasherbrum I, an 8,068-metre (26,469-foot) peak in the northern Pakistani Karakoram range, expedition head Adam Hajzer said on Friday. 
    ",09/03/2012
Kidnappers free 10 govt officials after talks,"QUETTA, March 9: Ten government officials kidnapped after the killing of two people in an operation launched by security forces in Qila Abdullah on Friday were freed after negotiations between the 
    ",09/03/2012
Senate pushes harder for human rights,"ISLAMABAD, March 9: Two days after condemning with one voice enforced disappearances in the country and calling for an end to them, the Senate on Friday took a more concrete step by suggesting the creation of a human rights court in the federal capital. 
    ",09/03/2012
‘Country needs more cancer hospitals’,"RAWALPINDI, March 9: Pakistan Atomic Energy Commission (PAEC) Chairman Dr Ansar Parvez has said that great progress has been made in research and treatment of cancer diseases. 
    ",09/03/2012
Commercial welfare attachés: IHC issues notices on Baloch officer’s petition,"ISLAMABAD, March 9: Justice Noorul Haq N. Qureshi of Islamabad High Court (IHC) on Friday issued notices on a petition filed by a Baloch officer against discriminatory treatment. 
    ",09/03/2012
"Representation of AJK, GB in CCI sought","MUZAFFARABAD, March 9: Former MNA and PML-N leader Marvi Memon has called for representation of Azad Kashmir (AJK) and Gilgit-Baltistan (GB) in the Council of Common Interests (CCI) so that the two regions could properly plead and protect their stakes. 
    ",09/03/2012
PPP turf war hots up in KP,"PESHAWAR, March 9: A number of senior leaders of Pakistan People’s Party, Khyber Pakhtunkhwa, led by some provincial office-bearers, are set to launch a ‘party bachao’ or ‘save party’ campaign from Tuesday. 
    ",09/03/2012
Anti-polio drive: Ulema extend helping hand,"PESHAWAR/TIMERGARA, March 9: Majority of ulema in remote areas of Frontier Region, Peshawar, has shown readiness to work for persuading parents to get their children vaccinated during the three-day anti-polio campaign, starting from March 12. 
    ",09/03/2012
2012 is missing persons’ year: PHC CJ,"PESHAWAR, March 9: Terming 2012 the ‘year of missing persons’, Peshawar High Court Chief Justice Dost Mohammad Khan on Thursday said several of such people had returned home over the last couple of weeks due to the judiciary’s efforts. 
    ",09/03/2012
More anti-US rallies in Peshawar,"PESHAWAR, March 9: The activists of All Pakistan Muslim League (APML), Peshawar district, on Friday held a protest demonstration on Sher Shah Suri Road against desecration of the Holy Quran by US-led Nato forces in Afghanistan. 
    ",09/03/2012
Catalyst in polls: social media or political gimmick,"ISLAMABAD: In Pakistan, we have yet to witness a revolution a la Arab Spring, however, that has not stopped social media users from rattling about the impact the medium has and would have on politics 
    ",09/03/2012
MQM denies receiving money from ISI,"KARACHI, Mar 8: The Muttahida Qaumi Movement rejected on Thursday allegations that its chief Altaf Hussain had received money from the country’s prime spy agency in the late 1980s and said the party leadership had a clean record and clear conscience and w 
    ",09/03/2012
Bilour says PM not to write letter to Swiss officials,"LAHORE, March 8: Prime Minister Yousuf Raza Gilani will not write a letter to Swiss authorities to re-open cases against President Asif Zardari, according to Minister for Railways Haji Ghulam Ahmad Bilour 
    ",09/03/2012
Pakistani woman receives US courage award,"WASHINGTON, March 8: Pakistan’s Shad Begum was among 10 of the world’s leading women activists the United States honoured on Thursday for their efforts to improve the lives of other women 
    ",09/03/2012
Encroachments on airport road: BHC asks NHA to explain position,"QUETTA, March 13: The Balochistan High Court has ordered a deputy director of the National Highway Authority to explain why encroachments have not been removed from the Airport Road. 
    ",13/03/2012
Rules violated in hiring drug authority chief,"ISLAMABAD, March 13: The federal government on Tuesday appointed Syed Arshad Ali, an additional secretary, as the chief executive officer of the newly-established Drug Regulatory Authority of Pakistan (DRAP) in violation of the spirit of the ordinance und 
    ",13/03/2012
AFIC official summoned in brigadier’s case,"RAWALPINDI, March 13: Lahore High Court (LHC)'s Rawalpindi bench on Tuesday summoned the in-charge of the high dependency ward of Armed Forces Institute of Cardiology (AFIC) after counsel for detained Brigadier Ali Khan informed the court that his client  
    ",13/03/2012
Armyman held with ammunition,"ISLAMABAD, March 13: The capital police arrested a serving armyman after recovering hand grenades and SMG (submachine gun) bullets from his possession. 
    ",13/03/2012
